"","sex","age","year","population","citizenship"
"1218","Femmine",51,2020,444067,"italiani"
"1219","Femmine",51,2021,445157,"italiani"
"1220","Femmine",51,2022,433451,"italiani"
"1221","Femmine",51,2023,439251,"italiani"
"1222","Femmine",51,2024,432479,"italiani"
"1223","Femmine",51,2025,429895,"italiani"
"1224","Femmine",51,2026,430024,"italiani"
"1225","Femmine",52,2019,460384,"italiani"
"1226","Femmine",52,2020,449531,"italiani"
"1227","Femmine",52,2021,440977,"italiani"
"1228","Femmine",52,2022,447303,"italiani"
"1229","Femmine",52,2023,434484,"italiani"
"1230","Femmine",52,2024,440028,"italiani"
"1231","Femmine",52,2025,433536,"italiani"
"1232","Femmine",52,2026,430576,"italiani"
"1233","Femmine",53,2019,460742,"italiani"
"1234","Femmine",53,2020,460217,"italiani"
"1235","Femmine",53,2021,446201,"italiani"
"1236","Femmine",53,2022,443092,"italiani"
"1237","Femmine",53,2023,448247,"italiani"
"1238","Femmine",53,2024,435265,"italiani"
"1239","Femmine",53,2025,441003,"italiani"
"1240","Femmine",53,2026,434190,"italiani"
"1241","Femmine",54,2019,467806,"italiani"
"1242","Femmine",54,2020,460556,"italiani"
"1243","Femmine",54,2021,456317,"italiani"
"1244","Femmine",54,2022,448258,"italiani"
"1245","Femmine",54,2023,443899,"italiani"
"1246","Femmine",54,2024,448937,"italiani"
"1247","Femmine",54,2025,436105,"italiani"
"1248","Femmine",54,2026,441444,"italiani"
"1249","Femmine",55,2019,439952,"italiani"
"1250","Femmine",55,2020,467467,"italiani"
"1251","Femmine",55,2021,456648,"italiani"
"1252","Femmine",55,2022,458456,"italiani"
"1253","Femmine",55,2023,448876,"italiani"
"1254","Femmine",55,2024,444503,"italiani"
"1255","Femmine",55,2025,449731,"italiani"
"1256","Femmine",55,2026,436474,"italiani"
"1257","Femmine",56,2019,425892,"italiani"
"1258","Femmine",56,2020,439464,"italiani"
"1259","Femmine",56,2021,463261,"italiani"
"1260","Femmine",56,2022,458623,"italiani"
"1261","Femmine",56,2023,458782,"italiani"
"1262","Femmine",56,2024,449368,"italiani"
"1263","Femmine",56,2025,445202,"italiani"
"1264","Femmine",56,2026,449987,"italiani"
"1265","Femmine",57,2019,418548,"italiani"
"1266","Femmine",57,2020,425370,"italiani"
"1267","Femmine",57,2021,435455,"italiani"
"1268","Femmine",57,2022,465148,"italiani"
"1269","Femmine",57,2023,458749,"italiani"
"1270","Femmine",57,2024,458990,"italiani"
"1271","Femmine",57,2025,449895,"italiani"
"1272","Femmine",57,2026,445482,"italiani"
"1273","Femmine",58,2019,404602,"italiani"
"1274","Femmine",58,2020,417856,"italiani"
"1275","Femmine",58,2021,421246,"italiani"
"1276","Femmine",58,2022,437040,"italiani"
"1277","Femmine",58,2023,465280,"italiani"
"1278","Femmine",58,2024,458732,"italiani"
"1279","Femmine",58,2025,459274,"italiani"
"1280","Femmine",58,2026,449853,"italiani"
"1281","Femmine",59,2019,396467,"italiani"
"1282","Femmine",59,2020,403890,"italiani"
"1283","Femmine",59,2021,414036,"italiani"
"1284","Femmine",59,2022,422524,"italiani"
"1285","Femmine",59,2023,437014,"italiani"
"1286","Femmine",59,2024,465139,"italiani"
"1287","Femmine",59,2025,458866,"italiani"
"1288","Femmine",59,2026,458994,"italiani"
"1289","Femmine",60,2019,380042,"italiani"
"1290","Femmine",60,2020,395609,"italiani"
"1291","Femmine",60,2021,400188,"italiani"
"1292","Femmine",60,2022,415086,"italiani"
"1293","Femmine",60,2023,422323,"italiani"
"1294","Femmine",60,2024,436712,"italiani"
"1295","Femmine",60,2025,465181,"italiani"
"1296","Femmine",60,2026,458325,"italiani"
"1297","Femmine",61,2019,378167,"italiani"
"1298","Femmine",61,2020,379071,"italiani"
"1299","Femmine",61,2021,391775,"italiani"
"1300","Femmine",61,2022,400925,"italiani"
"1301","Femmine",61,2023,414693,"italiani"
"1302","Femmine",61,2024,421795,"italiani"
"1303","Femmine",61,2025,436614,"italiani"
"1304","Femmine",61,2026,464332,"italiani"
"1305","Femmine",62,2019,371964,"italiani"
"1306","Femmine",62,2020,377007,"italiani"
"1307","Femmine",62,2021,375367,"italiani"
"1308","Femmine",62,2022,392298,"italiani"
"1309","Femmine",62,2023,400337,"italiani"
"1310","Femmine",62,2024,414121,"italiani"
"1311","Femmine",62,2025,421500,"italiani"
"1312","Femmine",62,2026,435802,"italiani"
"1313","Femmine",63,2019,366457,"italiani"
"1314","Femmine",63,2020,370456,"italiani"
"1315","Femmine",63,2021,373553,"italiani"
"1316","Femmine",63,2022,375512,"italiani"
"1317","Femmine",63,2023,391360,"italiani"
"1318","Femmine",63,2024,399587,"italiani"
"1319","Femmine",63,2025,413587,"italiani"
"1320","Femmine",63,2026,420636,"italiani"
"1321","Femmine",64,2019,363040,"italiani"
"1322","Femmine",64,2020,364887,"italiani"
"1323","Femmine",64,2021,367206,"italiani"
"1324","Femmine",64,2022,373363,"italiani"
"1325","Femmine",64,2023,374424,"italiani"
"1326","Femmine",64,2024,390444,"italiani"
"1327","Femmine",64,2025,398851,"italiani"
"1328","Femmine",64,2026,412371,"italiani"
"1329","Femmine",65,2019,346056,"italiani"
"1330","Femmine",65,2020,361352,"italiani"
"1331","Femmine",65,2021,361910,"italiani"
"1332","Femmine",65,2022,366740,"italiani"
"1333","Femmine",65,2023,372024,"italiani"
"1334","Femmine",65,2024,373277,"italiani"
"1335","Femmine",65,2025,389430,"italiani"
"1336","Femmine",65,2026,397617,"italiani"
"1337","Femmine",66,2019,342228,"italiani"
"1338","Femmine",66,2020,344189,"italiani"
"1339","Femmine",66,2021,358349,"italiani"
"1340","Femmine",66,2022,361156,"italiani"
"1341","Femmine",66,2023,365040,"italiani"
"1342","Femmine",66,2024,370597,"italiani"
"1343","Femmine",66,2025,372058,"italiani"
"1344","Femmine",66,2026,387777,"italiani"
"1345","Femmine",67,2019,342527,"italiani"
"1346","Femmine",67,2020,340279,"italiani"
"1347","Femmine",67,2021,341139,"italiani"
"1348","Femmine",67,2022,356930,"italiani"
"1349","Femmine",67,2023,359264,"italiani"
"1350","Femmine",67,2024,363223,"italiani"
"1351","Femmine",67,2025,369102,"italiani"
"1352","Femmine",67,2026,370369,"italiani"
"1353","Femmine",68,2019,355044,"italiani"
"1354","Femmine",68,2020,340239,"italiani"
"1355","Femmine",68,2021,338808,"italiani"
"1356","Femmine",68,2022,340398,"italiani"
"1357","Femmine",68,2023,354812,"italiani"
"1358","Femmine",68,2024,357353,"italiani"
"1359","Femmine",68,2025,361473,"italiani"
"1360","Femmine",68,2026,367114,"italiani"
"1361","Femmine",69,2019,357694,"italiani"
"1362","Femmine",69,2020,352448,"italiani"
"1363","Femmine",69,2021,338832,"italiani"
"1364","Femmine",69,2022,336035,"italiani"
"1365","Femmine",69,2023,337753,"italiani"
"1366","Femmine",69,2024,353131,"italiani"
"1367","Femmine",69,2025,355412,"italiani"
"1368","Femmine",69,2026,359266,"italiani"
"1369","Femmine",70,2019,374686,"italiani"
"1370","Femmine",70,2020,354749,"italiani"
"1371","Femmine",70,2021,350507,"italiani"
"1372","Femmine",70,2022,335590,"italiani"
"1373","Femmine",70,2023,333180,"italiani"
"1374","Femmine",70,2024,335269,"italiani"
"1375","Femmine",70,2025,350397,"italiani"
"1376","Femmine",70,2026,352867,"italiani"
"1377","Femmine",71,2019,365798,"italiani"
"1378","Femmine",71,2020,371310,"italiani"
"1379","Femmine",71,2021,352312,"italiani"
"1380","Femmine",71,2022,346903,"italiani"
"1381","Femmine",71,2023,332286,"italiani"
"1382","Femmine",71,2024,330213,"italiani"
"1383","Femmine",71,2025,332298,"italiani"
"1384","Femmine",71,2026,347267,"italiani"
"1385","Femmine",72,2019,366174,"italiani"
"1386","Femmine",72,2020,361953,"italiani"
"1387","Femmine",72,2021,368388,"italiani"
"1388","Femmine",72,2022,348249,"italiani"
"1389","Femmine",72,2023,343133,"italiani"
"1390","Femmine",72,2024,328889,"italiani"
"1391","Femmine",72,2025,326871,"italiani"
"1392","Femmine",72,2026,329113,"italiani"
"1393","Femmine",73,2019,281389,"italiani"
"1394","Femmine",73,2020,361899,"italiani"
"1395","Femmine",73,2021,358461,"italiani"
"1396","Femmine",73,2022,363491,"italiani"
"1397","Femmine",73,2023,344081,"italiani"
"1398","Femmine",73,2024,339174,"italiani"
"1399","Femmine",73,2025,325162,"italiani"
"1400","Femmine",73,2026,323233,"italiani"
"1401","Femmine",74,2019,288958,"italiani"
"1402","Femmine",74,2020,277715,"italiani"
"1403","Femmine",74,2021,357800,"italiani"
"1404","Femmine",74,2022,353166,"italiani"
"1405","Femmine",74,2023,358286,"italiani"
"1406","Femmine",74,2024,339640,"italiani"
"1407","Femmine",74,2025,334765,"italiani"
"1408","Femmine",74,2026,321027,"italiani"
"1409","Femmine",75,2019,291433,"italiani"
"1410","Femmine",75,2020,284568,"italiani"
"1411","Femmine",75,2021,273896,"italiani"
"1412","Femmine",75,2022,351699,"italiani"
"1413","Femmine",75,2023,347500,"italiani"
"1414","Femmine",75,2024,352930,"italiani"
"1415","Femmine",75,2025,334763,"italiani"
"1416","Femmine",75,2026,329925,"italiani"
"1417","Femmine",76,2019,287447,"italiani"
"1418","Femmine",76,2020,286630,"italiani"
"1419","Femmine",76,2021,280071,"italiani"
"1420","Femmine",76,2022,268686,"italiani"
"1421","Femmine",76,2023,345307,"italiani"
"1422","Femmine",76,2024,341568,"italiani"
"1423","Femmine",76,2025,347176,"italiani"
"1424","Femmine",76,2026,329117,"italiani"
"1425","Femmine",77,2019,287953,"italiani"
"1426","Femmine",77,2020,282014,"italiani"
"1427","Femmine",77,2021,281253,"italiani"
"1428","Femmine",77,2022,274158,"italiani"
"1429","Femmine",77,2023,263000,"italiani"
"1430","Femmine",77,2024,338651,"italiani"
"1431","Femmine",77,2025,335309,"italiani"
"1432","Femmine",77,2026,341002,"italiani"
"1433","Femmine",78,2019,313457,"italiani"
"1434","Femmine",78,2020,281902,"italiani"
"1435","Femmine",78,2021,275902,"italiani"
"1436","Femmine",78,2022,274499,"italiani"
"1437","Femmine",78,2023,267656,"italiani"
"1438","Femmine",78,2024,257013,"italiani"
"1439","Femmine",78,2025,331523,"italiani"
"1440","Femmine",78,2026,328495,"italiani"
"1441","Femmine",79,2019,303906,"italiani"
"1442","Femmine",79,2020,305833,"italiani"
"1443","Femmine",79,2021,274794,"italiani"
"1444","Femmine",79,2022,268324,"italiani"
"1445","Femmine",79,2023,266918,"italiani"
"1446","Femmine",79,2024,260994,"italiani"
"1447","Femmine",79,2025,250897,"italiani"
"1448","Femmine",79,2026,323484,"italiani"
"1449","Femmine",80,2019,290777,"italiani"
"1450","Femmine",80,2020,295471,"italiani"
"1451","Femmine",80,2021,296774,"italiani"
"1452","Femmine",80,2022,266376,"italiani"
"1453","Femmine",80,2023,259935,"italiani"
"1454","Femmine",80,2024,259086,"italiani"
"1455","Femmine",80,2025,253663,"italiani"
"1456","Femmine",80,2026,243849,"italiani"
"1457","Femmine",81,2019,263438,"italiani"
"1458","Femmine",81,2020,281298,"italiani"
"1459","Femmine",81,2021,285447,"italiani"
"1460","Femmine",81,2022,286445,"italiani"
"1461","Femmine",81,2023,257091,"italiani"
"1462","Femmine",81,2024,251397,"italiani"
"1463","Femmine",81,2025,250656,"italiani"
"1464","Femmine",81,2026,245294,"italiani"
"1465","Femmine",82,2019,242028,"italiani"
"1466","Femmine",82,2020,253535,"italiani"
"1467","Femmine",82,2021,270086,"italiani"
"1468","Femmine",82,2022,274011,"italiani"
"1469","Femmine",82,2023,274879,"italiani"
"1470","Femmine",82,2024,247459,"italiani"
"1471","Femmine",82,2025,242191,"italiani"
"1472","Femmine",82,2026,241432,"italiani"
"1473","Femmine",83,2019,238739,"italiani"
"1474","Femmine",83,2020,231485,"italiani"
"1475","Femmine",83,2021,241635,"italiani"
"1476","Femmine",83,2022,257481,"italiani"
"1477","Femmine",83,2023,261353,"italiani"
"1478","Femmine",83,2024,262874,"italiani"
"1479","Femmine",83,2025,237175,"italiani"
"1480","Femmine",83,2026,231929,"italiani"
"1481","Femmine",84,2019,222855,"italiani"
"1482","Femmine",84,2020,226848,"italiani"
"1483","Femmine",84,2021,218450,"italiani"
"1484","Femmine",84,2022,228536,"italiani"
"1485","Femmine",84,2023,243581,"italiani"
"1486","Femmine",84,2024,248382,"italiani"
"1487","Femmine",84,2025,250163,"italiani"
"1488","Femmine",84,2026,225431,"italiani"
"1489","Femmine",85,2019,205606,"italiani"
"1490","Femmine",85,2020,209884,"italiani"
"1491","Femmine",85,2021,212131,"italiani"
"1492","Femmine",85,2022,204632,"italiani"
"1493","Femmine",85,2023,214266,"italiani"
"1494","Femmine",85,2024,229613,"italiani"
"1495","Femmine",85,2025,234677,"italiani"
"1496","Femmine",85,2026,235752,"italiani"
"1497","Femmine",86,2019,188484,"italiani"
"1498","Femmine",86,2020,191665,"italiani"
"1499","Femmine",86,2021,194093,"italiani"
"1500","Femmine",86,2022,196735,"italiani"
"1501","Femmine",86,2023,189512,"italiani"
"1502","Femmine",86,2024,199812,"italiani"
"1503","Femmine",86,2025,214870,"italiani"
"1504","Femmine",86,2026,219292,"italiani"
"1505","Femmine",87,2019,174815,"italiani"
"1506","Femmine",87,2020,173791,"italiani"
"1507","Femmine",87,2021,174843,"italiani"
"1508","Femmine",87,2022,177786,"italiani"
"1509","Femmine",87,2023,179880,"italiani"
"1510","Femmine",87,2024,174520,"italiani"
"1511","Femmine",87,2025,184843,"italiani"
"1512","Femmine",87,2026,199238,"italiani"
"1513","Femmine",88,2019,166592,"italiani"
"1514","Femmine",88,2020,159055,"italiani"
"1515","Femmine",88,2021,156425,"italiani"
"1516","Femmine",88,2022,157910,"italiani"
"1517","Femmine",88,2023,159948,"italiani"
"1518","Femmine",88,2024,163394,"italiani"
"1519","Femmine",88,2025,159324,"italiani"
"1520","Femmine",88,2026,169756,"italiani"
"1521","Femmine",89,2019,137009,"italiani"
"1522","Femmine",89,2020,149277,"italiani"
"1523","Femmine",89,2021,140513,"italiani"
"1524","Femmine",89,2022,139248,"italiani"
"1525","Femmine",89,2023,139701,"italiani"
"1526","Femmine",89,2024,143631,"italiani"
"1527","Femmine",89,2025,147056,"italiani"
"1528","Femmine",89,2026,143990,"italiani"
"1529","Femmine",90,2019,119444,"italiani"
"1530","Femmine",90,2020,120944,"italiani"
"1531","Femmine",90,2021,129509,"italiani"
"1532","Femmine",90,2022,122966,"italiani"
"1533","Femmine",90,2023,121137,"italiani"
"1534","Femmine",90,2024,122796,"italiani"
"1535","Femmine",90,2025,127078,"italiani"
"1536","Femmine",90,2026,130938,"italiani"
"1537","Femmine",91,2019,102055,"italiani"
"1538","Femmine",91,2020,103408,"italiani"
"1539","Femmine",91,2021,102642,"italiani"
"1540","Femmine",91,2022,110996,"italiani"
"1541","Femmine",91,2023,104532,"italiani"
"1542","Femmine",91,2024,104506,"italiani"
"1543","Femmine",91,2025,106725,"italiani"
"1544","Femmine",91,2026,110584,"italiani"
"1545","Femmine",92,2019,83834,"italiani"
"1546","Femmine",92,2020,86395,"italiani"
"1547","Femmine",92,2021,85335,"italiani"
"1548","Femmine",92,2022,86234,"italiani"
"1549","Femmine",92,2023,92383,"italiani"
"1550","Femmine",92,2024,88477,"italiani"
"1551","Femmine",92,2025,88821,"italiani"
"1552","Femmine",92,2026,91725,"italiani"
"1553","Femmine",93,2019,67981,"italiani"
"1554","Femmine",93,2020,69610,"italiani"
"1555","Femmine",93,2021,69726,"italiani"
"1556","Femmine",93,2022,69979,"italiani"
"1557","Femmine",93,2023,69971,"italiani"
"1558","Femmine",93,2024,76418,"italiani"
"1559","Femmine",93,2025,73609,"italiani"
"1560","Femmine",93,2026,74776,"italiani"
"1561","Femmine",94,2019,53572,"italiani"
"1562","Femmine",94,2020,55005,"italiani"
"1563","Femmine",94,2021,54453,"italiani"
"1564","Femmine",94,2022,55565,"italiani"
"1565","Femmine",94,2023,54818,"italiani"
"1566","Femmine",94,2024,56250,"italiani"
"1567","Femmine",94,2025,61984,"italiani"
"1568","Femmine",94,2026,60731,"italiani"
"1569","Femmine",95,2019,41696,"italiani"
"1570","Femmine",95,2020,42316,"italiani"
"1571","Femmine",95,2021,41788,"italiani"
"1572","Femmine",95,2022,42436,"italiani"
"1573","Femmine",95,2023,42312,"italiani"
"1574","Femmine",95,2024,42857,"italiani"
"1575","Femmine",95,2025,44369,"italiani"
"1576","Femmine",95,2026,50032,"italiani"
"1577","Femmine",96,2019,30952,"italiani"
"1578","Femmine",96,2020,31984,"italiani"
"1579","Femmine",96,2021,31113,"italiani"
"1580","Femmine",96,2022,31605,"italiani"
"1581","Femmine",96,2023,31322,"italiani"
"1582","Femmine",96,2024,31955,"italiani"
"1583","Femmine",96,2025,32861,"italiani"
"1584","Femmine",96,2026,34888,"italiani"
"1585","Femmine",97,2019,22822,"italiani"
"1586","Femmine",97,2020,23080,"italiani"
"1587","Femmine",97,2021,22757,"italiani"
"1588","Femmine",97,2022,22882,"italiani"
"1589","Femmine",97,2023,22449,"italiani"
"1590","Femmine",97,2024,22925,"italiani"
"1591","Femmine",97,2025,23761,"italiani"
"1592","Femmine",97,2026,25304,"italiani"
"1593","Femmine",98,2019,15726,"italiani"
"1594","Femmine",98,2020,16490,"italiani"
"1595","Femmine",98,2021,16040,"italiani"
"1596","Femmine",98,2022,16311,"italiani"
"1597","Femmine",98,2023,15760,"italiani"
"1598","Femmine",98,2024,16133,"italiani"
"1599","Femmine",98,2025,16662,"italiani"
"1600","Femmine",98,2026,17784,"italiani"
"1601","Femmine",99,2019,7327,"italiani"
"1602","Femmine",99,2020,10821,"italiani"
"1603","Femmine",99,2021,11058,"italiani"
"1604","Femmine",99,2022,11108,"italiani"
"1605","Femmine",99,2023,10788,"italiani"
"1606","Femmine",99,2024,11102,"italiani"
"1607","Femmine",99,2025,11296,"italiani"
"1608","Femmine",99,2026,12092,"italiani"
"1609","Femmine",100,2019,11873,"italiani"
"1610","Femmine",100,2020,12379,"italiani"
"1611","Femmine",100,2021,14209,"italiani"
"1612","Femmine",100,2022,16297,"italiani"
"1613","Femmine",100,2023,16831,"italiani"
"1614","Femmine",100,2024,17427,"italiani"
"1615","Femmine",100,2025,18411,"italiani"
"1616","Femmine",100,2026,20098,"italiani"
"1617","Maschi",0,2002,241474,"italiani"
"1618","Maschi",0,2003,241042,"italiani"
"1619","Maschi",0,2004,243596,"italiani"
"1620","Maschi",0,2005,238100,"italiani"
"1621","Maschi",0,2006,231486,"italiani"
"1622","Maschi",0,2007,228528,"italiani"
"1623","Maschi",0,2008,223424,"italiani"
"1624","Maschi",0,2009,220046,"italiani"
"1625","Maschi",0,2010,211927,"italiani"
"1626","Maschi",0,2011,207706,"italiani"
"1627","Maschi",0,2012,198595,"italiani"
"1628","Maschi",0,2013,190536,"italiani"
"1629","Maschi",0,2014,182421,"italiani"
"1630","Maschi",0,2015,179434,"italiani"
"1631","Maschi",0,2016,174340,"italiani"
"1632","Maschi",0,2017,170316,"italiani"
"1633","Maschi",0,2018,165095,"italiani"
"1634","Maschi",1,2002,246904,"italiani"
"1635","Maschi",1,2003,241855,"italiani"
"1636","Maschi",1,2004,240743,"italiani"
"1637","Maschi",1,2005,242820,"italiani"
"1638","Maschi",1,2006,238034,"italiani"
"1639","Maschi",1,2007,231660,"italiani"
"1640","Maschi",1,2008,227872,"italiani"
"1641","Maschi",1,2009,222872,"italiani"
"1642","Maschi",1,2010,219218,"italiani"
"1643","Maschi",1,2011,211770,"italiani"
"1644","Maschi",1,2012,207519,"italiani"
"1645","Maschi",1,2013,197085,"italiani"
"1646","Maschi",1,2014,190582,"italiani"
"1647","Maschi",1,2015,183316,"italiani"
"1648","Maschi",1,2016,181940,"italiani"
"1649","Maschi",1,2017,178051,"italiani"
"1650","Maschi",1,2018,172934,"italiani"
"1651","Maschi",2,2002,248244,"italiani"
"1652","Maschi",2,2003,247222,"italiani"
"1653","Maschi",2,2004,242024,"italiani"
"1654","Maschi",2,2005,240420,"italiani"
"1655","Maschi",2,2006,242019,"italiani"
"1656","Maschi",2,2007,237842,"italiani"
"1657","Maschi",2,2008,230806,"italiani"
"1658","Maschi",2,2009,226908,"italiani"
"1659","Maschi",2,2010,222610,"italiani"
"1660","Maschi",2,2011,218772,"italiani"
"1661","Maschi",2,2012,211544,"italiani"
"1662","Maschi",2,2013,205863,"italiani"
"1663","Maschi",2,2014,197513,"italiani"
"1664","Maschi",2,2015,192237,"italiani"
"1665","Maschi",2,2016,186757,"italiani"
"1666","Maschi",2,2017,185899,"italiani"
"1667","Maschi",2,2018,180655,"italiani"
"1668","Maschi",3,2002,247164,"italiani"
"1669","Maschi",3,2003,248248,"italiani"
"1670","Maschi",3,2004,247682,"italiani"
"1671","Maschi",3,2005,241892,"italiani"
"1672","Maschi",3,2006,239985,"italiani"
"1673","Maschi",3,2007,241697,"italiani"
"1674","Maschi",3,2008,236714,"italiani"
"1675","Maschi",3,2009,229847,"italiani"
"1676","Maschi",3,2010,226532,"italiani"
"1677","Maschi",3,2011,222510,"italiani"
"1678","Maschi",3,2012,217987,"italiani"
"1679","Maschi",3,2013,209829,"italiani"
"1680","Maschi",3,2014,206423,"italiani"
"1681","Maschi",3,2015,199529,"italiani"
"1682","Maschi",3,2016,195986,"italiani"
"1683","Maschi",3,2017,191019,"italiani"
"1684","Maschi",3,2018,187941,"italiani"
"1685","Maschi",4,2002,246433,"italiani"
"1686","Maschi",4,2003,247416,"italiani"
"1687","Maschi",4,2004,248178,"italiani"
"1688","Maschi",4,2005,247712,"italiani"
"1689","Maschi",4,2006,241567,"italiani"
"1690","Maschi",4,2007,239717,"italiani"
"1691","Maschi",4,2008,240427,"italiani"
"1692","Maschi",4,2009,235609,"italiani"
"1693","Maschi",4,2010,229443,"italiani"
"1694","Maschi",4,2011,226373,"italiani"
"1695","Maschi",4,2012,222203,"italiani"
"1696","Maschi",4,2013,216690,"italiani"
"1697","Maschi",4,2014,210365,"italiani"
"1698","Maschi",4,2015,208474,"italiani"
"1699","Maschi",4,2016,203442,"italiani"
"1700","Maschi",4,2017,200891,"italiani"
"1701","Maschi",4,2018,193707,"italiani"
"1702","Maschi",5,2002,251165,"italiani"
"1703","Maschi",5,2003,246615,"italiani"
"1704","Maschi",5,2004,247702,"italiani"
"1705","Maschi",5,2005,247614,"italiani"
"1706","Maschi",5,2006,247331,"italiani"
"1707","Maschi",5,2007,241594,"italiani"
"1708","Maschi",5,2008,238510,"italiani"
"1709","Maschi",5,2009,239293,"italiani"
"1710","Maschi",5,2010,235142,"italiani"
"1711","Maschi",5,2011,229588,"italiani"
"1712","Maschi",5,2012,225879,"italiani"
"1713","Maschi",5,2013,221213,"italiani"
"1714","Maschi",5,2014,217598,"italiani"
"1715","Maschi",5,2015,212864,"italiani"
"1716","Maschi",5,2016,212284,"italiani"
"1717","Maschi",5,2017,208779,"italiani"
"1718","Maschi",5,2018,203929,"italiani"
"1719","Maschi",6,2002,251377,"italiani"
"1720","Maschi",6,2003,251186,"italiani"
"1721","Maschi",6,2004,246750,"italiani"
"1722","Maschi",6,2005,247480,"italiani"
"1723","Maschi",6,2006,246792,"italiani"
"1724","Maschi",6,2007,247275,"italiani"
"1725","Maschi",6,2008,240634,"italiani"
"1726","Maschi",6,2009,237434,"italiani"
"1727","Maschi",6,2010,238864,"italiani"
"1728","Maschi",6,2011,235100,"italiani"
"1729","Maschi",6,2012,229205,"italiani"
"1730","Maschi",6,2013,224822,"italiani"
"1731","Maschi",6,2014,222901,"italiani"
"1732","Maschi",6,2015,220434,"italiani"
"1733","Maschi",6,2016,217387,"italiani"
"1734","Maschi",6,2017,218182,"italiani"
"1735","Maschi",6,2018,211873,"italiani"
"1736","Maschi",7,2002,253314,"italiani"
"1737","Maschi",7,2003,251221,"italiani"
"1738","Maschi",7,2004,251208,"italiani"
"1739","Maschi",7,2005,246645,"italiani"
"1740","Maschi",7,2006,246963,"italiani"
"1741","Maschi",7,2007,246285,"italiani"
"1742","Maschi",7,2008,246233,"italiani"
"1743","Maschi",7,2009,239882,"italiani"
"1744","Maschi",7,2010,236993,"italiani"
"1745","Maschi",7,2011,238676,"italiani"
"1746","Maschi",7,2012,234455,"italiani"
"1747","Maschi",7,2013,228744,"italiani"
"1748","Maschi",7,2014,226550,"italiani"
"1749","Maschi",7,2015,225823,"italiani"
"1750","Maschi",7,2016,224915,"italiani"
"1751","Maschi",7,2017,223858,"italiani"
"1752","Maschi",7,2018,221761,"italiani"
"1753","Maschi",8,2002,261250,"italiani"
"1754","Maschi",8,2003,253321,"italiani"
"1755","Maschi",8,2004,251054,"italiani"
"1756","Maschi",8,2005,250758,"italiani"
"1757","Maschi",8,2006,246118,"italiani"
"1758","Maschi",8,2007,246689,"italiani"
"1759","Maschi",8,2008,244856,"italiani"
"1760","Maschi",8,2009,245736,"italiani"
"1761","Maschi",8,2010,239838,"italiani"
"1762","Maschi",8,2011,237088,"italiani"
"1763","Maschi",8,2012,238104,"italiani"
"1764","Maschi",8,2013,234352,"italiani"
"1765","Maschi",8,2014,230842,"italiani"
"1766","Maschi",8,2015,229789,"italiani"
"1767","Maschi",8,2016,229918,"italiani"
"1768","Maschi",8,2017,230460,"italiani"
"1769","Maschi",8,2018,227652,"italiani"
"1770","Maschi",9,2002,273775,"italiani"
"1771","Maschi",9,2003,261201,"italiani"
"1772","Maschi",9,2004,253397,"italiani"
"1773","Maschi",9,2005,250502,"italiani"
"1774","Maschi",9,2006,249976,"italiani"
"1775","Maschi",9,2007,245866,"italiani"
"1776","Maschi",9,2008,245670,"italiani"
"1777","Maschi",9,2009,243685,"italiani"
"1778","Maschi",9,2010,245562,"italiani"
"1779","Maschi",9,2011,240161,"italiani"
"1780","Maschi",9,2012,236397,"italiani"
"1781","Maschi",9,2013,237929,"italiani"
"1782","Maschi",9,2014,236542,"italiani"
"1783","Maschi",9,2015,234046,"italiani"
"1784","Maschi",9,2016,234094,"italiani"
"1785","Maschi",9,2017,234978,"italiani"
"1786","Maschi",9,2018,233710,"italiani"
"1787","Maschi",10,2002,276672,"italiani"
"1788","Maschi",10,2003,273626,"italiani"
"1789","Maschi",10,2004,261042,"italiani"
"1790","Maschi",10,2005,252602,"italiani"
"1791","Maschi",10,2006,249561,"italiani"
"1792","Maschi",10,2007,249491,"italiani"
"1793","Maschi",10,2008,244813,"italiani"
"1794","Maschi",10,2009,244781,"italiani"
"1795","Maschi",10,2010,243182,"italiani"
"1796","Maschi",10,2011,245585,"italiani"
"1797","Maschi",10,2012,239660,"italiani"
"1798","Maschi",10,2013,236408,"italiani"
"1799","Maschi",10,2014,239981,"italiani"
"1800","Maschi",10,2015,239613,"italiani"
"1801","Maschi",10,2016,238035,"italiani"
"1802","Maschi",10,2017,238814,"italiani"
"1803","Maschi",10,2018,237278,"italiani"
"1804","Maschi",11,2002,279394,"italiani"
"1805","Maschi",11,2003,276039,"italiani"
"1806","Maschi",11,2004,273233,"italiani"
"1807","Maschi",11,2005,260254,"italiani"
"1808","Maschi",11,2006,251880,"italiani"
"1809","Maschi",11,2007,248934,"italiani"
"1810","Maschi",11,2008,248183,"italiani"
"1811","Maschi",11,2009,243950,"italiani"
"1812","Maschi",11,2010,244300,"italiani"
"1813","Maschi",11,2011,242669,"italiani"
"1814","Maschi",11,2012,244934,"italiani"
"1815","Maschi",11,2013,239721,"italiani"
"1816","Maschi",11,2014,238377,"italiani"
"1817","Maschi",11,2015,242701,"italiani"
"1818","Maschi",11,2016,243390,"italiani"
"1819","Maschi",11,2017,241831,"italiani"
"1820","Maschi",11,2018,240695,"italiani"
"1821","Maschi",12,2002,274088,"italiani"
"1822","Maschi",12,2003,278825,"italiani"
"1823","Maschi",12,2004,275287,"italiani"
"1824","Maschi",12,2005,272297,"italiani"
